player_id,player_name,team_id,player_role
10366616,Sneyking,9247354,Support
16497807,tOfu,8599101,Support
25907144,Cr1t-,9247354,Support
54580962,Insania ,2163,Support
56351509,DM,8605863,Core
77490514,Boxi,2163,Support
81306398,KingJungles,9303484,Support
86698277,33,2163,Core
87063175,Lelis,8728920,Support
91730177,Seleri,8599101,Support
94054712,Topson,8291895,Mid
94155156,Fly,8728920,Support
94296097,xNova,5,Support
97590558,Ace ♠,8599101,Core
100058342,skiter,9247354,Core
100471531,Jabz,9467224,Core
101259972,Oli~,9467224,Support
106305042,Larl,7119388,Mid
106573901,No[o]ne-,8605863,Mid
113331514,Miposhka,7119388,Support
115651292,Copy,8728920,Mid
116934015,dyrachyo,8599101,Core
118948666,Lumpy,8254400,Mid
123787715,RESPECT,9255039,Support
124801257,Saika,8255888,Core
126238768,Gunnar,8728920,Core
126842529,Ws`,8597976,Core
127565532,Fishman,8605863,Support
129958758,Xxs,8261500,Core
131303632,4nalog <01,9303484,Mid
132851371,RAMZES666,8291895,Core
136829091,Whitemon,8291895,Support
137129583,Xm,8261500,Mid
138177198,Vitaly 誇り,8254400,Core
138857296,JT-,5,Core
138880576,Davai Lama,9303484,Core
139031324,Beyond,9080405,Core
143693439,Dy,8261500,Support
148215639,Monet,5,Core
152859296,Jhocam,8597976,Support
152962063,m1CKe,2163,Core
157475523,XinQ,8261500,Support
157989498,Scofield,9303484,Support
164199202,9Class,8291895,Support
164685175,k1 hector tqmM,9303484,Core
165564598,MieRo ,8255888,Core
168126336,Cloud,9255039,Core
170896543,YSR-04E,9080405,Core
171262902,医者watson`,8605863,Core
173978074,NothingToSay,5,Mid
175311897,swedenstrong,9255039,Support
177203952,Yuma,8728920,Core
179313961,7eeeeeee,9080405,Mid
183719386,AMMAR_THE_F,9247354,Core
193815691,Q,9467224,Support
193884241,ponlo,9080405,Support
196878136,Kataomi`,8605863,Support
201358612,Nisha,2163,Mid
207829314,BoBoKa,5,Support
210053851,lorenof,9467224,Mid
221666230,Quinn,8599101,Mid
249835593,zzq,9080405,Support
256156323,Mira,7119388,Support
293904640,ponyo,8597976,Support
301750126,Mikoto,8597976,Mid
302214028,Collapse,7119388,Core
312436974,CHIRA_JUNIOR,9255039,Mid
317880638,Save-,8255888,Support
321580662,Raddan,7119388,Core
330534326,Akashi,8597976,Core
331855530,Pure,8291895,Core
349310876,MoOz,8254400,Support
375507918,23savage,9467224,Core
425588742,payk,8254400,Core
431770905,TORONTOTOKYO,8255888,Support
480412663,gpk~,8255888,Mid
898455820,Malr1ne,9247354,Mid
898754153,Ame,8261500,Core
904131336,Munkushi~,9255039,Core
1031547092,Elmisho,8254400,Support
